Unique_ID,Marathi,Urdu,Hindi,English,History,Science,Geography,Drawing,Sports,Environmental Studies,Math,Computer,Interest
stud_1798,37,69,76,39,78,34,39,31,22,59,35,79,"History, Computer"
stud_1799,45,45,48,51,30,26,68,66,76,67,42,43,"Geography, Sports"
stud_1800,80,22,45,54,33,42,74,32,30,56,73,46,"Marathi, Geography"
stud_1801,39,28,64,30,69,69,55,36,37,76,79,20,"Environmental Studies, Math"
stud_1802,55,74,55,77,29,51,78,28,51,57,46,64,"English, Geography"
stud_1803,60,72,46,72,29,26,71,64,65,27,31,57,"Urdu, English, Geography"
stud_1804,27,33,33,74,79,60,27,25,64,73,73,71,"English, History"
stud_1805,77,62,52,21,64,41,29,75,38,20,53,39,"Marathi, Drawing"
stud_1806,59,56,22,52,71,49,48,62,38,75,25,31,"History, Environmental Studies"
stud_1807,55,72,65,67,54,79,48,30,26,70,79,60,"Urdu, Science, Math"
stud_1808,73,50,65,77,46,35,37,74,22,73,63,31,"English, Drawing"
stud_1809,31,55,78,20,79,41,26,56,26,34,31,24,"Hindi, History"
stud_1810,65,39,32,62,38,38,58,53,56,70,25,78,"Environmental Studies, Computer"
stud_1811,30,66,44,22,75,41,23,52,20,47,62,21,"Urdu, History"
stud_1812,27,56,57,21,22,70,47,29,33,20,53,34,"Hindi, Science"
stud_1813,59,59,51,26,42,47,69,50,33,76,52,29,"Geography, Environmental Studies"
stud_1814,54,73,40,56,55,23,48,59,35,60,22,46,"Urdu, Environmental Studies"
stud_1815,62,24,39,48,55,29,37,67,21,78,30,62,"Drawing, Environmental Studies"
stud_1816,20,47,56,69,78,66,43,37,77,27,27,71,"History, Sports"
stud_1817,45,57,60,34,69,69,73,79,40,65,52,72,"Geography, Drawing"
stud_1818,58,34,37,74,47,63,54,49,30,31,72,64,"English, Math"
stud_1819,21,48,50,56,72,68,40,52,47,24,37,68,"History, Science, Computer"
stud_1820,47,51,60,21,72,61,80,41,64,57,48,55,"History, Geography"
stud_1821,27,26,74,21,60,75,61,69,24,21,28,62,"Hindi, Science"
stud_1822,57,59,29,20,55,23,39,23,31,29,44,80,"Urdu, Computer"
stud_1823,55,26,31,41,31,51,75,41,65,30,57,50,"Geography, Sports"
stud_1824,79,70,62,44,29,22,55,62,62,21,49,59,"Marathi, Urdu"
stud_1825,48,69,74,60,79,40,26,80,61,29,80,74,"History, Drawing, Math"
stud_1826,41,54,77,39,63,79,26,34,38,62,66,68,"Hindi, Science"
stud_1827,58,22,66,47,27,70,69,46,65,77,44,61,"Science, Environmental Studies"
stud_1828,34,74,78,74,41,26,43,26,44,63,63,75,"Hindi, Computer"
stud_1829,61,34,59,29,42,21,54,45,75,39,73,40,"Sports, Math"
stud_1830,30,26,44,76,27,72,47,42,37,28,61,40,"English, Science"
stud_1831,30,42,23,49,80,48,74,22,62,64,69,32,"History, Geography"
stud_1832,48,76,24,31,36,42,52,52,31,71,29,72,"Urdu, Computer"
stud_1833,75,72,67,38,33,50,78,39,32,76,45,28,"Geography, Environmental Studies"
stud_1834,62,76,51,67,72,76,34,40,69,42,78,22,"Urdu, Science, Math"
stud_1835,77,76,70,22,47,45,56,79,56,45,69,74,"Marathi, Drawing"
stud_1836,26,60,77,80,49,43,60,45,59,69,48,22,"Hindi, English"
stud_1837,39,21,60,43,43,78,35,49,54,62,40,33,"Science, Environmental Studies"
stud_1838,52,22,53,60,78,38,51,64,47,64,21,78,"History, Drawing, Environmental Studies, Computer"
stud_1839,28,67,38,79,48,65,35,54,58,42,33,78,"English, Computer"
stud_1840,35,28,73,74,68,56,74,43,20,36,25,27,"Hindi, English, Geography"
stud_1841,21,66,59,37,63,52,74,63,55,46,61,30,"Urdu, Geography"
stud_1842,65,40,22,56,24,35,72,77,26,41,47,25,"Geography, Drawing"
stud_1843,52,78,52,36,37,78,48,21,23,54,79,78,"Urdu, Science, Math, Computer"
stud_1844,43,73,56,36,55,65,42,76,44,80,61,62,"Drawing, Environmental Studies"
stud_1845,70,79,63,34,33,78,23,61,54,25,61,27,"Urdu, Science"
stud_1846,48,39,60,75,44,29,63,48,25,20,47,40,"English, Geography"
stud_1847,50,39,34,24,23,76,26,50,60,26,45,21,"Science, Sports"
stud_1848,34,23,40,46,38,74,52,60,27,26,62,37,"Science, Math"
stud_1849,47,64,56,74,46,39,45,66,76,48,21,78,"Sports, Computer"
stud_1850,72,29,59,21,75,29,30,22,40,57,38,79,"History, Computer"
stud_1851,70,44,74,23,37,60,59,76,33,25,44,50,"Hindi, Drawing"
stud_1852,73,46,43,47,47,80,44,80,78,23,78,62,"Science, Drawing, Sports, Math"
stud_1853,50,76,65,31,27,48,74,69,72,52,80,22,"Urdu, Math"
stud_1854,71,43,24,66,38,44,46,73,34,60,68,35,"Marathi, Drawing"
stud_1855,66,30,22,33,50,28,24,78,59,46,53,44,"Marathi, Drawing"
stud_1856,38,24,65,61,51,62,26,62,47,62,20,71,"Hindi, Computer"
stud_1857,71,63,47,52,31,42,44,72,44,76,35,38,"Drawing, Environmental Studies"
stud_1858,30,54,68,28,34,76,46,70,65,54,38,27,"Science, Drawing"
stud_1859,38,64,28,63,73,41,21,35,28,46,32,37,"Urdu, History"
stud_1860,20,27,42,46,41,75,51,47,75,66,35,61,"Science, Sports, Environmental Studies"
stud_1861,68,70,59,74,22,23,68,34,70,40,68,43,"Urdu, English, Sports"
stud_1862,51,76,73,32,73,79,53,69,35,70,41,52,"Urdu, Science"
stud_1863,34,77,57,32,54,51,58,47,32,66,76,33,"Urdu, Math"
stud_1864,36,52,71,74,70,80,49,30,71,61,47,52,"English, Science"
stud_1865,74,78,55,27,71,27,55,61,44,43,23,40,"Marathi, Urdu"
stud_1866,53,55,46,49,24,70,54,34,45,56,68,50,"Science, Math"
stud_1867,51,22,61,53,75,44,44,21,69,30,77,74,"History, Math"
stud_1868,34,54,47,28,23,69,59,52,61,77,72,44,"Environmental Studies, Math"
stud_1869,53,37,50,60,27,56,31,70,74,77,43,39,"Sports, Environmental Studies"
stud_1870,35,74,59,71,50,66,51,59,42,31,72,22,"Urdu, Math"
stud_1871,28,27,67,21,54,29,43,21,72,20,37,46,"Hindi, Sports"
stud_1872,27,79,53,36,55,49,55,65,79,46,66,37,"Urdu, Sports, Math"
stud_1873,33,46,25,22,80,21,67,33,73,67,71,45,"History, Sports"
stud_1874,27,53,27,73,45,67,71,64,45,35,77,30,"English, Math"
stud_1875,68,21,55,22,80,69,57,68,71,27,38,47,"History, Sports"
stud_1876,39,56,52,25,72,60,42,26,56,45,56,46,"History, Science"
stud_1877,30,71,43,23,61,70,55,58,41,32,24,26,"Urdu, Science"
stud_1878,42,61,55,29,38,62,68,77,26,45,31,62,"Geography, Drawing"
stud_1879,44,53,47,48,44,29,77,42,64,44,54,59,"Geography, Sports"
stud_1880,68,26,53,23,66,65,27,54,38,60,55,78,"Marathi, Computer"
stud_1881,33,47,63,59,68,67,44,51,73,27,62,60,"History, Sports"
stud_1882,66,63,45,51,36,68,76,30,77,29,56,68,"Geography, Sports"
stud_1883,75,29,80,52,54,36,50,65,21,65,78,42,"Hindi, Math"
stud_1884,38,57,76,26,49,56,72,23,49,74,63,68,"Hindi, Environmental Studies"
stud_1885,41,57,29,54,45,77,42,21,26,74,35,31,"Science, Environmental Studies"
stud_1886,76,44,31,38,22,51,46,80,37,59,36,54,"Marathi, Drawing"
stud_1887,22,66,57,41,60,24,55,33,80,52,72,36,"Sports, Math"
stud_1888,61,80,80,24,71,69,73,32,59,62,37,21,"Urdu, Hindi, Geography"
stud_1889,33,63,71,56,40,22,47,44,49,23,35,49,"Urdu, Hindi"
stud_1890,27,51,50,72,50,41,46,54,38,63,67,73,"English, Computer"
stud_1891,32,65,25,67,59,38,51,68,69,69,69,51,"Drawing, Sports, Environmental Studies, Math"
stud_1892,35,80,72,55,59,39,63,61,32,29,61,70,"Urdu, Hindi"
stud_1893,61,57,63,35,51,67,71,23,38,26,73,42,"Geography, Math"
stud_1894,66,66,29,24,22,54,30,44,26,72,55,65,"Marathi, Urdu, Environmental Studies"
stud_1895,46,74,57,76,49,64,32,57,46,30,72,63,"Urdu, English"
stud_1896,48,46,64,28,66,64,75,37,71,56,70,66,"Geography, Sports"
stud_1897,52,21,37,57,69,29,70,27,46,36,65,33,"History, Geography"
stud_1898,27,52,62,41,52,20,64,73,39,76,34,70,"Drawing, Environmental Studies"
stud_1899,26,33,70,45,77,39,45,66,64,50,78,29,"History, Math"
stud_1900,56,40,73,21,73,47,30,21,42,48,60,34,"Hindi, History, Math"
stud_1901,60,28,30,58,41,28,26,54,34,39,70,56,"Marathi, Math"
stud_1902,38,23,79,57,78,77,34,70,51,69,72,47,"Hindi, History"
stud_1903,74,51,23,21,32,55,57,73,49,21,62,53,"Marathi, Drawing"
stud_1904,61,22,66,73,20,47,68,64,64,66,39,64,"English, Geography"
stud_1905,37,74,61,37,73,77,62,43,43,31,24,59,"Urdu, Science"
stud_1906,21,34,42,37,23,78,26,24,47,67,73,68,"Science, Math"
stud_1907,65,30,73,39,45,44,29,67,32,80,58,63,"Hindi, Environmental Studies"
stud_1908,24,76,78,50,44,32,37,44,62,74,45,31,"Urdu, Hindi"
stud_1909,27,42,53,44,30,50,63,43,45,57,38,55,"Geography, Environmental Studies"
stud_1910,69,22,72,41,27,32,70,49,52,61,80,57,"Hindi, Math"
stud_1911,42,71,56,40,60,35,78,45,54,61,35,63,"Urdu, Geography"
stud_1912,32,69,38,68,51,25,32,39,70,26,63,75,"Sports, Computer"
stud_1913,40,34,76,72,42,36,25,40,23,47,25,52,"Hindi, English"
stud_1914,70,28,36,44,20,65,70,27,59,27,58,52,"Marathi, Science, Geography"
stud_1915,29,20,66,35,29,75,53,64,73,23,49,43,"Science, Sports"
stud_1916,36,73,63,24,76,30,66,39,21,36,74,30,"History, Math"
stud_1917,38,76,43,29,80,33,49,77,21,36,74,37,"History, Drawing"
stud_1918,31,74,76,70,73,34,38,70,35,48,22,56,"Urdu, Hindi"
stud_1919,75,48,49,62,49,66,72,79,73,20,27,46,"Marathi, Drawing"
stud_1920,58,58,48,36,70,36,54,62,29,20,39,44,"History, Drawing"
stud_1921,50,57,20,80,66,26,56,62,25,43,51,26,"English, History"
stud_1922,47,57,74,58,27,76,38,61,45,63,79,30,"Science, Math"
stud_1923,31,34,56,51,24,54,31,77,61,70,55,26,"Drawing, Environmental Studies"
stud_1924,29,73,72,41,20,28,24,42,58,48,31,61,"Urdu, Hindi"
stud_1925,59,37,72,68,25,22,36,22,37,23,30,45,"Hindi, English"
stud_1926,42,24,69,60,26,65,71,20,51,71,57,45,"Hindi, Geography, Environmental Studies"
stud_1927,69,72,49,52,57,52,65,20,78,37,63,73,"Sports, Computer"
stud_1928,25,78,75,51,34,48,80,53,39,49,58,57,"Urdu, Geography"
stud_1929,56,58,55,20,32,26,79,58,35,60,74,32,"Geography, Math"
stud_1930,70,36,24,70,50,34,53,22,42,48,50,53,"Marathi, English, Geography, Computer"
stud_1931,47,66,45,50,59,36,65,45,74,23,57,39,"Urdu, Sports"
stud_1932,55,23,73,75,32,60,26,32,41,51,42,74,"English, Computer"
stud_1933,69,51,56,45,35,45,20,59,61,48,20,54,"Marathi, Sports"
stud_1934,30,36,78,77,48,74,77,76,32,30,62,26,"Hindi, English, Geography"
stud_1935,49,31,51,68,70,48,32,48,45,31,70,74,"History, Math, Computer"
stud_1936,42,78,79,66,56,37,44,75,48,79,24,69,"Urdu, Hindi, Environmental Studies"
stud_1937,67,53,73,56,68,39,54,27,35,53,24,53,"Hindi, History"
stud_1938,63,27,25,41,72,74,64,67,56,37,34,39,"History, Science"
stud_1939,67,42,47,41,40,50,71,55,74,50,71,65,"Geography, Sports, Math"
stud_1940,79,42,71,20,29,37,79,71,34,32,55,72,"Marathi, Geography, Computer"
stud_1941,22,33,34,72,25,67,37,36,72,40,49,28,"English, Science, Sports"
stud_1942,61,78,60,30,75,28,42,57,74,24,78,49,"Urdu, History, Math"
stud_1943,20,59,70,55,25,47,38,75,59,36,23,64,"Hindi, Drawing"
stud_1944,68,30,69,35,39,78,80,58,59,46,31,70,"Science, Geography"
stud_1945,30,65,59,44,44,65,31,70,74,56,24,22,"Drawing, Sports"
stud_1946,62,61,53,60,62,47,29,35,58,21,50,24,"Marathi, Urdu, History"
stud_1947,22,23,73,34,42,21,75,54,26,71,27,62,"Hindi, Geography"
stud_1948,61,29,79,50,59,49,47,50,69,60,42,78,"Hindi, Computer"
stud_1949,41,47,51,28,21,57,67,74,59,73,73,66,"Drawing, Environmental Studies, Math"
stud_1950,23,42,44,23,26,75,62,64,21,37,73,72,"Science, Math"
stud_1951,59,30,58,56,69,27,57,36,73,80,40,80,"Sports, Environmental Studies, Computer"
stud_1952,32,66,59,79,21,42,29,74,67,64,41,75,"English, Computer"
stud_1953,46,39,70,50,31,57,48,58,42,44,50,52,"Hindi, Drawing"
stud_1954,79,21,74,63,21,79,48,46,45,47,50,29,"Marathi, Hindi, Science"
stud_1955,71,49,49,66,41,40,52,51,76,52,52,58,"Marathi, Sports"
stud_1956,53,34,58,53,42,72,79,67,62,71,70,22,"Science, Geography"
stud_1957,21,77,61,29,59,31,52,65,39,42,44,63,"Urdu, Drawing"
stud_1958,76,39,30,46,66,38,20,73,68,41,55,55,"Marathi, Drawing"
stud_1959,75,34,66,43,65,74,73,44,24,26,58,56,"Marathi, Science"
stud_1960,48,51,33,25,28,58,49,34,72,41,28,28,"Science, Sports"
stud_1961,32,41,31,26,45,65,63,25,44,27,44,23,"Science, Geography"
stud_1962,54,21,29,80,45,23,22,40,37,66,53,32,"English, Environmental Studies"
stud_1963,45,66,61,44,54,75,37,62,74,52,27,74,"Science, Sports, Computer"
stud_1964,70,42,56,69,20,29,74,38,60,59,52,74,"Marathi, Geography, Computer"
stud_1965,63,43,67,37,73,43,46,26,74,68,20,25,"History, Sports"
stud_1966,68,58,31,66,51,21,47,44,54,57,80,32,"Marathi, Math"
stud_1967,54,49,32,37,61,73,41,31,25,72,24,52,"Science, Environmental Studies"
stud_1968,56,55,30,76,65,45,28,72,39,64,60,45,"English, Drawing"
stud_1969,74,67,64,66,76,49,45,28,52,27,38,29,"Marathi, History"
stud_1970,59,49,80,21,49,55,75,27,43,53,26,73,"Hindi, Geography"
stud_1971,57,27,54,69,46,51,38,44,69,47,41,64,"English, Sports, Computer"
stud_1972,50,75,26,27,75,25,25,39,42,20,68,39,"Urdu, History, Math"
stud_1973,49,42,49,73,70,56,31,57,73,29,38,29,"English, History, Sports"
stud_1974,45,52,39,61,23,75,49,28,69,45,39,24,"Science, Sports"
stud_1975,20,21,57,27,65,70,35,69,64,28,69,30,"Science, Drawing, Math"
stud_1976,47,38,22,57,23,43,45,49,67,35,57,44,"English, Sports, Math"
stud_1977,50,59,23,73,28,37,78,68,63,25,43,76,"Geography, Computer"
stud_1978,73,75,50,46,53,62,27,61,67,51,56,21,"Marathi, Urdu"
stud_1979,39,41,52,41,46,24,53,31,36,63,57,35,"Environmental Studies, Math"
stud_1980,70,77,47,38,74,55,44,44,65,48,24,45,"Urdu, History"
stud_1981,76,51,35,29,69,41,22,43,67,22,43,32,"Marathi, History"
stud_1982,60,25,79,37,63,41,75,38,38,51,32,31,"Hindi, Geography"
stud_1983,55,50,69,44,55,21,51,25,26,63,31,79,"Hindi, Computer"
stud_1984,76,77,79,59,77,43,23,22,33,69,44,26,"Urdu, Hindi, History"
stud_1985,66,39,78,30,29,57,44,51,26,26,60,67,"Hindi, Computer"
stud_1986,63,35,65,70,55,58,48,39,65,66,79,75,"Math, Computer"
stud_1987,42,46,58,34,66,21,55,24,35,80,72,36,"Environmental Studies, Math"
stud_1988,55,41,62,69,20,41,70,41,57,34,62,80,"Geography, Computer"
stud_1989,22,76,43,52,37,27,57,28,34,74,34,21,"Urdu, Environmental Studies"
stud_1990,57,71,26,55,41,44,37,33,78,53,22,31,"Urdu, Sports"
stud_1991,62,63,55,41,77,61,20,43,76,62,60,69,"History, Sports"
stud_1992,58,43,61,25,53,24,76,69,70,35,66,78,"Geography, Computer"
stud_1993,68,63,47,59,51,52,80,62,57,33,22,80,"Marathi, Geography, Computer"
stud_1994,76,39,25,33,73,45,42,73,32,44,46,68,"Marathi, History, Drawing"
stud_1995,75,67,34,64,27,23,60,59,65,36,46,53,"Marathi, Urdu"
stud_1996,26,63,34,43,25,65,43,35,47,31,66,55,"Science, Math"
stud_1997,37,42,49,46,50,59,31,57,62,42,58,67,"Sports, Computer"
stud_1998,64,69,35,34,57,59,55,60,40,20,26,42,"Marathi, Urdu"
stud_1999,25,74,67,25,60,27,41,51,44,50,36,33,"Urdu, Hindi"
stud_2000,32,33,21,35,60,26,74,21,31,22,43,77,"Geography, Computer"
stud_2001,26,53,73,29,33,46,37,46,34,33,49,31,"Urdu, Hindi"
stud_2002,20,50,77,58,70,69,74,61,28,50,57,38,"Hindi, Geography"
stud_2003,67,53,65,26,40,48,61,52,73,60,24,77,"Sports, Computer"
stud_2004,37,68,77,65,27,29,50,67,67,74,39,70,"Hindi, Environmental Studies"
stud_2005,27,25,74,51,32,34,46,65,77,54,21,48,"Hindi, Sports"
stud_2006,20,66,47,51,59,67,23,32,38,50,78,35,"Science, Math"
stud_2007,29,22,28,57,70,80,31,28,72,71,27,35,"Science, Sports"
stud_2008,43,80,26,68,43,67,36,74,76,62,79,20,"Urdu, Math"
stud_2009,50,25,27,47,79,40,61,44,22,22,29,30,"History, Geography"
stud_2010,30,65,47,63,52,68,75,64,71,57,72,46,"Geography, Math"
stud_2011,67,46,72,68,78,59,70,33,77,37,67,59,"History, Sports"
stud_2012,33,38,23,43,48,65,34,70,49,27,42,57,"Science, Drawing"
stud_2013,63,59,31,35,37,46,68,43,36,72,35,57,"Geography, Environmental Studies"
stud_2014,31,78,24,41,63,39,74,54,36,38,58,26,"Urdu, Geography"
stud_2015,44,80,30,24,23,68,25,34,71,39,61,63,"Urdu, Sports"
stud_2016,20,39,29,38,75,46,47,51,47,57,33,61,"History, Computer"
stud_2017,50,30,79,39,60,50,32,68,65,63,47,22,"Hindi, Drawing"
stud_2018,27,80,39,61,70,80,25,80,68,28,49,55,"Urdu, History, Science, Drawing"
stud_2019,71,43,20,67,77,66,47,66,49,28,49,42,"Marathi, History"
stud_2020,62,41,40,62,34,49,56,25,31,71,65,49,"Environmental Studies, Math"
stud_2021,60,61,37,36,55,63,30,57,25,60,24,28,"Urdu, Science"
stud_2022,27,40,23,50,78,48,57,59,37,77,74,39,"History, Environmental Studies"
stud_2023,52,66,54,57,64,27,27,69,30,20,51,27,"Urdu, Drawing"
stud_2024,66,42,41,20,29,27,43,32,28,79,79,58,"Marathi, Environmental Studies, Math"
stud_2025,75,36,25,63,47,64,67,52,72,80,72,30,"Marathi, Environmental Studies"
stud_2026,26,57,40,71,59,35,20,80,69,55,44,49,"English, Drawing"
stud_2027,29,36,80,30,78,62,52,60,56,27,45,62,"Hindi, History"
stud_2028,62,65,52,62,59,65,44,32,78,42,73,67,"Sports, Math"
stud_2029,57,75,66,41,68,64,74,66,76,32,74,21,"Urdu, Sports"
stud_2030,47,28,70,58,79,63,32,53,75,65,61,39,"History, Sports"
stud_2031,66,62,79,77,79,33,71,73,71,49,22,46,"Hindi, English, History"
stud_2032,27,37,21,65,38,49,30,29,65,25,29,73,"English, Sports, Computer"
stud_2033,35,65,34,78,50,47,50,28,35,34,20,76,"English, Computer"
stud_2034,35,44,67,24,78,24,45,60,53,28,78,46,"Hindi, History, Math"
stud_2035,73,23,55,29,21,68,79,69,41,36,24,52,"Marathi, Geography"
stud_2036,30,73,61,46,40,54,23,76,33,66,44,35,"Urdu, Drawing"
stud_2037,50,38,64,66,23,51,61,22,40,62,72,80,"Math, Computer"
stud_2038,36,54,50,58,56,23,22,39,48,77,22,43,"English, Environmental Studies"
stud_2039,26,26,67,45,54,73,37,36,21,44,28,37,"Hindi, Science"
stud_2040,37,76,43,68,34,32,55,37,80,41,45,76,"Urdu, Sports, Computer"
stud_2041,27,80,51,20,64,21,60,20,23,78,58,20,"Urdu, Environmental Studies"
stud_2042,22,78,21,72,68,51,74,73,74,47,79,31,"Urdu, Math"
stud_2043,63,55,48,76,71,32,31,40,29,28,33,27,"English, History"
stud_2044,79,31,54,43,21,44,37,75,70,53,50,45,"Marathi, Drawing"
stud_2045,72,51,73,50,61,47,38,63,39,49,33,57,"Marathi, Hindi"
stud_2046,57,79,80,72,53,34,26,76,25,26,47,33,"Urdu, Hindi"
stud_2047,44,74,37,70,62,62,46,32,46,38,23,35,"Urdu, English"
stud_2048,68,60,69,21,64,66,60,73,22,72,74,64,"Drawing, Math"
stud_2049,45,41,67,74,66,22,40,39,60,54,37,30,"Hindi, English"
stud_2050,26,29,32,61,40,64,40,23,50,66,74,33,"Environmental Studies, Math"
stud_2051,23,69,59,55,27,75,43,47,75,66,64,23,"Urdu, Science, Sports"
stud_2052,57,45,80,26,44,46,51,54,69,58,51,44,"Hindi, Sports"
stud_2053,43,70,70,73,32,36,66,44,40,49,70,50,"Urdu, Hindi, English, Math"
stud_2054,46,22,74,29,26,52,32,48,24,74,74,68,"Hindi, Environmental Studies, Math, Computer"
stud_2055,29,59,36,40,29,51,52,42,67,41,28,47,"Urdu, Sports"
stud_2056,65,29,33,76,25,52,39,50,48,47,80,52,"English, Math"
stud_2057,28,45,73,20,70,35,75,60,62,67,63,32,"Hindi, Geography"
stud_2058,24,23,32,52,43,63,70,42,33,37,68,35,"Geography, Math"
stud_2059,57,34,38,27,28,34,80,63,65,57,37,80,"Geography, Sports, Computer"
stud_2060,62,72,61,71,27,61,28,75,73,80,42,64,"Drawing, Environmental Studies"
stud_2061,51,72,30,34,71,64,57,37,64,42,67,30,"Urdu, History"
stud_2062,28,69,21,62,20,60,37,30,35,75,62,68,"Urdu, Environmental Studies"
stud_2063,53,20,65,57,64,45,21,22,55,64,28,28,"Hindi, History, Environmental Studies"
stud_2064,30,80,21,34,73,27,20,44,67,76,77,40,"Urdu, Math"
stud_2065,43,60,75,49,62,27,27,57,22,71,22,22,"Hindi, Environmental Studies"
stud_2066,62,47,53,24,77,61,40,45,41,58,73,28,"History, Math"
stud_2067,42,80,47,74,55,47,58,79,48,50,77,40,"Urdu, Drawing"
stud_2068,32,21,24,31,73,52,27,62,78,69,26,45,"History, Sports"
stud_2069,20,62,40,44,58,76,45,52,73,28,63,78,"Science, Computer"
stud_2070,49,33,47,32,67,68,40,25,37,80,67,28,"Science, Environmental Studies"
stud_2071,57,68,51,76,39,56,55,52,30,66,61,61,"Urdu, English"
stud_2072,53,43,27,70,34,51,20,50,57,54,60,47,"English, Math"
stud_2073,38,30,43,78,42,21,34,65,55,45,20,59,"English, Drawing"
stud_2074,58,59,46,62,38,49,32,48,44,22,36,52,"Urdu, English"
stud_2075,47,56,72,76,20,32,33,59,75,75,55,78,"English, Computer"
stud_2076,70,49,60,21,24,31,80,21,24,24,46,48,"Marathi, Geography"
stud_2077,40,31,79,53,78,23,20,58,53,25,40,73,"Hindi, History"
stud_2078,33,62,64,50,78,20,40,49,34,58,75,62,"History, Math"
stud_2079,37,48,47,52,78,57,46,51,38,28,79,41,"History, Math"
stud_2080,27,42,24,31,76,30,38,70,28,46,48,73,"History, Computer"
stud_2081,50,50,34,56,40,67,22,25,45,32,49,52,"English, Science"
stud_2082,22,70,28,69,34,29,51,70,33,62,38,71,"Urdu, Drawing, Computer"
stud_2083,47,64,34,55,57,22,63,57,70,72,27,73,"Environmental Studies, Computer"
stud_2084,78,68,51,48,23,60,25,52,68,69,25,61,"Marathi, Environmental Studies"
stud_2085,25,23,77,72,79,72,48,38,35,50,41,76,"Hindi, History"
stud_2086,50,28,69,43,64,49,75,34,57,66,67,52,"Hindi, Geography"
stud_2087,66,68,52,39,32,26,79,79,76,22,63,50,"Geography, Drawing, Sports"
stud_2088,37,33,47,57,79,73,23,36,51,25,33,68,"History, Science"
stud_2089,46,53,28,32,70,55,37,75,58,63,36,41,"History, Drawing"
stud_2090,39,48,70,26,77,71,74,69,42,60,30,31,"History, Geography"
stud_2091,31,20,36,46,72,77,75,60,31,27,23,44,"Science, Geography"
stud_2092,67,35,22,64,75,50,44,28,50,56,54,67,"Marathi, History, Computer"
stud_2093,59,40,78,28,71,71,29,50,79,28,52,62,"Hindi, Sports"
stud_2094,79,24,25,70,57,38,40,28,31,51,80,60,"Marathi, Math"
stud_2095,27,24,34,72,36,26,75,57,70,43,46,48,"English, Geography"
stud_2096,41,25,21,67,78,60,47,62,53,20,58,47,"English, History"
stud_2097,25,43,39,72,71,42,61,62,39,49,61,51,"English, History"
stud_2098,74,65,59,42,55,28,70,47,37,28,74,64,"Marathi, Geography, Math"
stud_2099,72,21,51,74,22,53,75,20,66,68,24,65,"English, Geography"
stud_2100,77,29,42,54,57,58,49,42,72,63,72,51,"Marathi, Sports, Math"
stud_2101,29,75,73,24,27,61,55,80,74,49,76,28,"Drawing, Math"
stud_2102,33,66,42,53,61,38,24,28,71,65,40,35,"Urdu, Sports"
stud_2103,60,64,55,40,50,26,23,40,34,68,74,44,"Environmental Studies, Math"
stud_2104,61,29,61,31,64,30,30,44,74,66,75,20,"Sports, Math"
stud_2105,31,47,25,43,43,22,26,29,65,30,78,41,"Sports, Math"
stud_2106,63,52,66,57,57,24,56,32,38,58,39,54,"Marathi, Hindi"
stud_2107,27,29,77,68,28,62,74,61,34,74,77,55,"Hindi, Geography, Environmental Studies, Math"
stud_2108,43,63,27,54,60,47,63,33,72,47,35,31,"Urdu, Geography, Sports"
stud_2109,21,55,69,73,73,78,72,54,27,40,35,42,"English, History, Science"
stud_2110,53,53,32,58,20,47,25,76,41,54,32,33,"English, Drawing"
stud_2111,56,40,54,49,30,42,55,69,37,61,32,20,"Drawing, Environmental Studies"
stud_2112,68,72,26,60,76,43,79,25,79,68,25,29,"History, Geography, Sports"
stud_2113,48,49,51,43,54,35,60,60,66,32,51,51,"Geography, Drawing, Sports"
stud_2114,80,41,62,67,23,54,49,52,36,47,33,63,"Marathi, English"
stud_2115,48,77,64,65,74,51,48,33,40,28,55,62,"Urdu, History"
stud_2116,43,48,66,26,41,75,61,63,38,70,63,33,"Science, Environmental Studies"
stud_2117,66,66,62,65,67,40,29,68,80,22,70,60,"Sports, Math"
stud_2118,61,59,57,33,31,71,33,70,22,33,46,33,"Science, Drawing"
stud_2119,31,46,48,76,46,45,46,34,37,34,43,46,"Hindi, English"
stud_2120,54,80,40,43,27,76,57,66,50,70,50,33,"Urdu, Science"
stud_2121,21,58,73,56,47,49,28,42,74,64,66,42,"Hindi, Sports"
stud_2122,67,56,45,76,26,50,40,50,63,54,29,50,"Marathi, English"
stud_2123,67,58,65,76,55,67,30,49,55,60,29,22,"Marathi, English, Science"
stud_2124,57,36,34,73,30,62,42,48,31,23,23,80,"English, Computer"
stud_2125,71,22,62,39,53,63,27,77,69,33,32,29,"Marathi, Drawing"
stud_2126,60,28,58,40,67,57,47,35,72,76,71,35,"Sports, Environmental Studies"
stud_2127,53,48,38,39,38,55,75,42,48,50,25,22,"Science, Geography"
stud_2128,39,41,55,65,74,42,23,65,38,49,76,54,"History, Math"
stud_2129,67,42,23,63,24,35,71,32,47,61,79,52,"Geography, Math"
stud_2130,80,51,59,41,76,68,47,37,73,56,67,50,"Marathi, History"
stud_2131,36,48,54,32,37,59,21,52,32,37,46,28,"Hindi, Science"
stud_2132,21,25,54,66,41,62,72,26,66,60,66,59,"English, Geography, Sports, Math"
stud_2133,77,28,40,56,32,46,53,75,52,72,70,58,"Marathi, Drawing"
stud_2134,49,66,44,33,77,56,51,58,67,35,68,76,"History, Computer"
stud_2135,72,59,44,76,25,43,51,74,38,56,73,28,"English, Drawing"
stud_2136,60,57,21,63,65,39,67,68,75,54,20,65,"Drawing, Sports"
